,Unnamed: 0,mse,rmse,mae,r2,mape,Model
0,0.0,167806755172.53873,409642.2282584386,85621.27230120236,0.8789426141174237,0.0612222204141978,gradientBoost
1,,165503578078.787,406821.30976484873,82848.0586393386,0.8806041479329577,0.0525605109667919,hibrido
2,,228247515050.01376,477752.5667644432,94762.40869888476,0.835340076281563,0.0629837143826209,randomForest
3,,145699553833.8321,381706.1092435279,197125.18704152596,0.894890958988832,0.3983210562972816,regression
